,player_name,link,club,country,age,position,foot,height,weight,player_id,wages,contract_end,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,sum_stats,lower_name,name,estimated_value,log_value,cluster,tsne_1,tsne_2,closest_0,closest_1,closest_2,closest_3,closest_4,closest_5,closest_6,closest_7,closest_8,closest_9,index_tracker
514,Divock Origi,https://fminside.net/players/3-fm-23/18045347-divock-origi,AC Milan,Belgium,27.0,STST,Right,189 CM,75 KG,18045347.0,"€ 98,660 pw",2026-06-30,5.0,10.0,14.0,13.0,15.0,9.0,13.0,13.0,6.0,7.0,13.0,13.0,8.0,14.0,10.0,13.0,12.0,14.0,12.0,11.0,8.0,14.0,7.0,13.0,7.0,13.0,12.0,13.0,14.0,14.0,14.0,14.0,11.0,15.0,14.0,14.0,422.0,divock-origi,divock-origi,7196337.986850086,15.789082841661362,6.0,-1.4494503,-29.070616,ollie-watkins,boulaye-dia,taiwo-awoniyi,luiz-henrique,jonathan-david,ante-rebic,patson-daka,rasmus-hojlund,eddie-nketiah,youssef-en-nesyri,537
515,Wout Faes,https://fminside.net/players/3-fm-23/18083577-wout-faes,Leicester,Belgium,24.0,DCDC,Right,187 CM,84 KG,18083577.0,"€ 69,600 pw",2027-06-30,8.0,10.0,11.0,6.0,12.0,8.0,15.0,8.0,5.0,15.0,13.0,5.0,16.0,12.0,14.0,17.0,14.0,14.0,13.0,12.0,14.0,8.0,15.0,8.0,14.0,14.0,14.0,15.0,12.0,12.0,13.0,14.0,12.0,12.0,14.0,15.0,434.0,wout-faes,wout-faes,5322923.409782522,15.487533223507798,10.0,-7.1715813,30.522003,lewis-dunk,dejan-lovren,raul-albiol,jose-gimenez,sven-botman,nayef-aguerd,ethan-pinnock,pepe,simon-kjaer,ruben-dias,538
516,Alexander Bah,https://fminside.net/players/3-fm-23/27129532-alexander-bah,Benfica,Denmark,24.0,"DR, WBR, MR, AMRDR, WBR",Right,183 CM,79 KG,27129532.0,"€ 20,250 pw",2027-06-30,11.0,14.0,13.0,8.0,12.0,7.0,11.0,12.0,12.0,9.0,13.0,8.0,12.0,14.0,13.0,14.0,13.0,9.0,10.0,11.0,14.0,13.0,4.0,11.0,8.0,13.0,13.0,14.0,16.0,14.0,11.0,11.0,13.0,15.0,14.0,11.0,421.0,alexander-bah,alexander-bah,3764772.944580743,15.141198110513333,11.0,-0.6693501,-17.79358,leonardo-spinazzola,nelson-semedo,jesper-lindstrom,alvaro-garcia,patrick-wimmer,miguel-almiron,saviour-godwin,jorge-de-frutos,alex-moreno,johan-mojica,539
517,Ross Barkley,https://fminside.net/players/3-fm-23/28058224-ross-barkley,OGC Nice,England,28.0,"MC, AML, AMCMC, AMC",Right,189 CM,76 KG,28058224.0,"€ 125,010 pw",2024-06-30,13.0,11.0,16.0,12.0,16.0,14.0,12.0,15.0,9.0,6.0,15.0,12.0,8.0,16.0,9.0,14.0,11.0,13.0,11.0,9.0,12.0,15.0,11.0,11.0,11.0,11.0,14.0,11.0,15.0,11.0,14.0,12.0,12.0,14.0,12.0,16.0,444.0,ross-barkley,ross-barkley,6413038.706149809,15.67384377368893,17.0,15.439583,-21.44993,zlatan-ibrahimovic,vincent-aboubakar,abderrazak-hamedallah,gareth-bale,max-kruse,alassane-plea,jonas-wind,pedro,willian-jose,eric-maxim-choupo-moting,540
518,Kiernan Dewsbury-Hall,https://fminside.net/players/3-fm-23/28106342-kiernan-dewsbury-hall,Leicester,England,23.0,"DM, MC, AMCMC",Left,176 CM,0 KG,28106342.0,"€ 87,000 pw",2027-06-30,13.0,12.0,14.0,12.0,14.0,13.0,8.0,13.0,5.0,9.0,14.0,10.0,13.0,13.0,13.0,13.0,12.0,14.0,12.0,12.0,14.0,13.0,12.0,13.0,12.0,15.0,16.0,17.0,12.0,16.0,11.0,7.0,18.0,12.0,16.0,12.0,455.0,kiernan-dewsbury-hall,kiernan-dewsbury-hall,6846222.48374114,15.739207595899618,13.0,6.003254,5.897137,josh-brownhill,mario-rui,alessandro-florenzi,hwang-in-beom,amadou-haidara,jordi-alba,caio-henrique,jonas-hector,trent-alexander-arnold,jose-gaya,541
519,Tyrick Mitchell,https://fminside.net/players/3-fm-23/28111507-tyrick-mitchell,Crystal Palace,England,22.0,"DL, WBLDL",Left,175 CM,66 KG,28111507.0,"€ 46,400 pw",2025-06-30,9.0,13.0,13.0,6.0,12.0,8.0,11.0,8.0,10.0,12.0,14.0,7.0,17.0,12.0,15.0,13.0,13.0,14.0,13.0,13.0,13.0,10.0,8.0,13.0,14.0,15.0,13.0,15.0,15.0,15.0,13.0,9.0,16.0,16.0,14.0,12.0,444.0,tyrick-mitchell,tyrick-mitchell,9075170.061616383,16.02105267751166,0.0,2.9328282,6.824451,ben-chilwell,vladimir-coufal,pervis-estupinan,ferland-mendy,denzel-dumfries,youssouf-sabaly,ben-johnson,aaron-wan-bissaka,mergim-vojvoda,kyle-walker,542
520,Oliver Skipp,https://fminside.net/players/3-fm-23/28116496-oliver-skipp,Tottenham Hotspur,England,21.0,"DM, MCDM, MC",Right,181 CM,70 KG,28116496.0,"€ 58,000 pw",2027-06-30,8.0,6.0,10.0,7.0,13.0,7.0,12.0,9.0,6.0,13.0,14.0,7.0,16.0,12.0,15.0,15.0,17.0,16.0,11.0,14.0,14.0,7.0,11.0,13.0,14.0,15.0,12.0,17.0,13.0,12.0,13.0,9.0,15.0,14.0,16.0,14.0,437.0,oliver-skipp,oliver-skipp,10127374.960383262,16.130752707439516,16.0,11.767545,-19.143383,jon-moncayola,thomas-delaney,salih-ozcan,idrissa-gueye,josko-gvardiol,emre-can,kristoffer-ajer,denis-zakaria,pierre-emile-hojbjerg,mohamed-elneny,543
521,Ollie Watkins,https://fminside.net/players/3-fm-23/29110623-ollie-watkins,Aston Villa,England,26.0,"AMR, AML, STAML, ST",Right,180 CM,70 KG,29110623.0,"€ 52,200 pw",2025-06-30,8.0,12.0,13.0,14.0,12.0,7.0,12.0,11.0,5.0,6.0,13.0,11.0,7.0,12.0,10.0,13.0,15.0,10.0,12.0,8.0,15.0,13.0,9.0,15.0,6.0,17.0,12.0,19.0,15.0,15.0,11.0,12.0,17.0,14.0,17.0,14.0,432.0,ollie-watkins,ollie-watkins,6583159.487921749,15.700025353396663,6.0,1.245678,-28.008493,taiwo-awoniyi,josef-martinez,eddie-nketiah,patson-daka,ante-rebic,divock-origi,jonathan-david,evanilson,luiz-henrique,boulaye-dia,544
522,Ebere Eze,https://fminside.net/players/3-fm-23/29156522-ebere-eze,Crystal Palace,England,24.0,"MC, AML, AMCMC, AMC",Right,178 CM,69 KG,29156522.0,"€ 52,200 pw",2025-06-30,14.0,13.0,17.0,13.0,14.0,13.0,5.0,13.0,5.0,6.0,14.0,13.0,6.0,15.0,8.0,13.0,8.0,16.0,12.0,14.0,15.0,17.0,9.0,12.0,8.0,14.0,15.0,12.0,13.0,15.0,16.0,9.0,13.0,13.0,12.0,14.0,439.0,ebere-eze,ebere-eze,8756234.970362896,15.985276572619204,12.0,-11.691316,12.508585,raphael-veiga,wissam-ben-yedder,carlos-vela,emil-forsberg,dominik-szoboszlai,willian,gabriel-barbosa,manuel-lanzini,francisco-trincao,hakim-ziyech,545
523,Jean-Clair Todibo,https://fminside.net/players/3-fm-23/48044499-jean-clair-todibo,OGC Nice,France,22.0,DCDC,Right,190 CM,88 KG,48044499.0,"€ 24,050 pw",2027-06-30,3.0,5.0,14.0,8.0,13.0,4.0,14.0,8.0,7.0,15.0,14.0,5.0,16.0,14.0,14.0,14.0,14.0,15.0,12.0,12.0,16.0,14.0,11.0,8.0,12.0,14.0,13.0,12.0,13.0,14.0,13.0,16.0,16.0,16.0,13.0,15.0,437.0,jean-clair-todibo,jean-clair-todibo,22582150.200974736,16.932670338058855,4.0,-19.69817,21.053925,wesley-fofana,adam-webster,mario-hermoso,andreas-christensen,joel-matip,patric,benjamin-white,william-saliba,jurrien-timber,edmond-tapsoba,546
524,Robin Gosens,https://fminside.net/players/3-fm-23/37041773-robin-gosens,Internazionale,Germany,27.0,"DL, WBL, MLDL, WBL, ML",Left,184 CM,76 KG,37041773.0,"€ 28,460 pw",2024-06-30,11.0,14.0,11.0,15.0,13.0,5.0,16.0,12.0,8.0,12.0,13.0,6.0,14.0,14.0,13.0,15.0,12.0,14.0,13.0,13.0,16.0,10.0,9.0,17.0,11.0,14.0,12.0,14.0,15.0,12.0,14.0,14.0,12.0,15.0,13.0,13.0,455.0,robin-gosens,robin-gosens,10870322.29927664,16.201546909005266,2.0,1.0340148,-17.908482,gaetano-castrovilli,marcos-alonso,sardar-azmoun,alex-sandro,baptiste-santamaria,florian-grillitsch,kai-havertz,roberto-firmino,david-hancko,boubakary-soumare,547
525,Jonas Hector,https://fminside.net/players/3-fm-23/92016242-jonas-hector,FC Köln,Germany,32.0,"DL, DM, WBL, MCDL, DM, WBL",Left,185 CM,75 KG,92016242.0,"€ 57,500 pw",2023-06-30,11.0,12.0,11.0,8.0,12.0,11.0,8.0,10.0,14.0,10.0,13.0,8.0,14.0,12.0,10.0,16.0,12.0,15.0,15.0,15.0,12.0,9.0,15.0,11.0,12.0,18.0,11.0,13.0,12.0,11.0,13.0,11.0,16.0,14.0,16.0,10.0,441.0,jonas-hector,jonas-hector,3119615.2987672687,14.95322025050623,13.0,-0.6566711,11.86697,caio-henrique,pasquale-mazzocchi,cristiano-biraghi,josh-brownhill,luke-shaw,mario-rui,fernando-gorriaran,kiernan-dewsbury-hall,guilherme-arana,kieran-trippier,548
526,Cristiano Biraghi,https://fminside.net/players/3-fm-23/43029905-cristiano-biraghi,Fiorentina,Italy,29.0,"DL, WBL, MLDL, WBL",Left,185 CM,78 KG,43029905.0,"€ 42,690 pw",2024-06-30,15.0,16.0,11.0,9.0,12.0,16.0,11.0,12.0,13.0,12.0,14.0,14.0,13.0,12.0,13.0,12.0,14.0,11.0,13.0,13.0,13.0,10.0,14.0,13.0,14.0,15.0,13.0,13.0,14.0,12.0,14.0,12.0,14.0,15.0,15.0,13.0,470.0,cristiano-biraghi,cristiano-biraghi,4506557.192480046,15.32104404800648,13.0,-3.4622402,9.847443,renan-lodi,caio-henrique,leandro-paredes,jonas-hector,luke-shaw,jordi-alba,fernando-gorriaran,mario-rui,guilherme-arana,pasquale-mazzocchi,549
527,Alessandro Florenzi,https://fminside.net/players/3-fm-23/43041177-alessandro-florenzi,AC Milan,Italy,31.0,"DR, WBR, MRDR, WBR",Right,173 CM,66 KG,43041177.0,"€ 71,160 pw",2025-06-30,11.0,13.0,13.0,10.0,14.0,13.0,9.0,13.0,11.0,13.0,13.0,11.0,13.0,14.0,14.0,13.0,15.0,13.0,14.0,13.0,16.0,10.0,14.0,14.0,12.0,16.0,11.0,14.0,14.0,15.0,12.0,8.0,16.0,14.0,14.0,9.0,462.0,alessandro-florenzi,alessandro-florenzi,4167162.024966003,15.24274579252988,13.0,8.663862,7.135851,josh-brownhill,kiernan-dewsbury-hall,hwang-in-beom,amadou-haidara,caio-henrique,mario-rui,jonas-hector,luke-shaw,jordi-alba,kieran-trippier,550
528,Joël Veltman,https://fminside.net/players/3-fm-23/37024733-joel-veltman,Brighton,Netherlands,30.0,"DR, DCDR, DC",Right,182 CM,73 KG,37024733.0,"€ 58,000 pw",2023-06-30,7.0,11.0,10.0,8.0,13.0,4.0,14.0,5.0,9.0,14.0,13.0,7.0,16.0,13.0,17.0,14.0,14.0,14.0,16.0,14.0,16.0,9.0,15.0,11.0,17.0,14.0,11.0,14.0,12.0,12.0,11.0,13.0,16.0,12.0,14.0,12.0,442.0,joël-veltman,joel-veltman,2917032.9119221643,14.886077531584345,10.0,-6.636201,-2.200723,amir-rrahmani,danilo-d'ambrosio,yerry-mina,robin-knoche,connor-goldson,david-lopez,dani-vivian,sergio-mosquera,leandro-cabrera,gianluca-mancini,551
529,Kristoffer Ajer,https://fminside.net/players/3-fm-23/53110135-kristoffer-ajer,Brentford,Norway,24.0,"DC, DM, MCDC, DM",Right,196 CM,92 KG,53110135.0,"€ 52,200 pw",2026-06-30,6.0,8.0,12.0,11.0,12.0,7.0,15.0,10.0,10.0,14.0,13.0,11.0,14.0,13.0,16.0,14.0,15.0,14.0,13.0,12.0,18.0,7.0,15.0,11.0,13.0,16.0,14.0,15.0,13.0,11.0,13.0,16.0,15.0,14.0,13.0,14.0,458.0,kristoffer-ajer,kristoffer-ajer,9193285.996800687,16.033983992641613,16.0,16.110254,-25.545904,mohamed-elneny,oliver-skipp,salih-ozcan,idrissa-gueye,jon-moncayola,thomas-delaney,denis-zakaria,dani-garcia,pierre-emile-hojbjerg,ramy-bensebaini,552
530,Francisco Trincão,https://fminside.net/players/3-fm-23/83137935-francisco-trincao,Sporting CP,Portugal,22.0,"AMR, AML, AMCAMR",Left,184 CM,73 KG,83137935.0,"€ 59,629,240","€ 153,440 pw",14.0,14.0,16.0,13.0,15.0,13.0,9.0,14.0,4.0,6.0,15.0,13.0,8.0,17.0,10.0,12.0,8.0,15.0,12.0,14.0,12.0,15.0,6.0,14.0,7.0,11.0,16.0,12.0,13.0,14.0,15.0,12.0,14.0,13.0,13.0,11.0,440.0,francisco-trincão,francisco-trincao,9740184.837322893,16.09177065257653,12.0,-7.942724,21.735046,gabriel-barbosa,hakim-ziyech,thomas-lemar,emil-forsberg,isco,philippe-coutinho,orkun-kokcu,ebere-eze,oscar,dries-mertens,553
531,Callum McGregor,https://fminside.net/players/3-fm-23/61036844-callum-mcgregor,Celtic,Scotland,29.0,"DM, MCMC",Left,178 CM,67 KG,61036844.0,"€ 34,800 pw",2026-05-31,8.0,8.0,14.0,11.0,14.0,7.0,10.0,12.0,4.0,10.0,15.0,13.0,12.0,16.0,15.0,13.0,11.0,14.0,13.0,13.0,16.0,10.0,18.0,13.0,13.0,15.0,13.0,16.0,11.0,13.0,12.0,9.0,18.0,12.0,17.0,10.0,449.0,callum-mcgregor,callum-mcgregor,4928027.032021833,15.410449269574489,5.0,27.86627,-16.815102,nicolas-dominguez,unai-vencedor,moises-caicedo,maxime-lopez,exequiel-palacios,ander-herrera,rasmus-falk,diego-demme,sofyan-amrabat,valentin-rongier,554
532,Dávid Hancko,https://fminside.net/players/3-fm-23/63029353-david-hancko,Feyenoord,Slovakia,24.0,"DL, DC, WBLDL, DC",Left,188 CM,79 KG,63029353.0,"€ 15,000 pw",2026-06-30,9.0,13.0,14.0,11.0,11.0,10.0,11.0,13.0,10.0,12.0,14.0,13.0,15.0,11.0,7.0,13.0,11.0,13.0,14.0,16.0,12.0,12.0,13.0,11.0,13.0,15.0,13.0,12.0,14.0,12.0,13.0,16.0,10.0,12.0,14.0,12.0,445.0,dávid-hancko,david-hancko,5968825.132574907,15.602060670788482,2.0,11.642854,-24.650362,corentin-tolisso,rafael-carioca,hugo-guillamon,sardar-azmoun,antonin-barak,raul-garcia,gaetano-castrovilli,florian-grillitsch,baptiste-santamaria,robin-gosens,555
533,Kevin Kampl,https://fminside.net/players/3-fm-23/91005023-kevin-kampl,RB Leipzig,Slovenia,31.0,"MC, MR, ML, AMR, AML, AMCMC, MR, AMR",Right,178 CM,66 KG,91005023.0,"€ 40,080 pw",2024-06-30,11.0,11.0,14.0,10.0,14.0,11.0,5.0,13.0,6.0,8.0,14.0,10.0,12.0,15.0,18.0,12.0,8.0,14.0,11.0,15.0,14.0,15.0,10.0,12.0,11.0,16.0,14.0,18.0,14.0,15.0,10.0,8.0,15.0,12.0,16.0,6.0,438.0,kevin-kampl,kevin-kampl,2328083.3076013573,14.660555872245324,15.0,29.19246,-12.581844,salem-al-dawsari,christian-pulisic,dani-ceballos,alexandr-golovin,everton-cebolinha,nuno-santos,giacomo-raspadori,pepe,takefusa-kubo,ruben-garcia,556
534,Héctor Bellerín,https://fminside.net/players/3-fm-23/28066082-hector-bellerin,Sporting CP,Spain,27.0,"DR, WBRDR, WBR",Right,177 CM,74 KG,28066082.0,"€ 31,558,500","€ 26,410 pw",7.0,12.0,13.0,9.0,12.0,5.0,10.0,10.0,12.0,12.0,11.0,8.0,13.0,13.0,12.0,14.0,14.0,13.0,12.0,14.0,13.0,12.0,12.0,14.0,12.0,15.0,10.0,15.0,16.0,14.0,15.0,9.0,15.0,16.0,15.0,10.0,439.0,héctor-bellerín,hector-bellerin,6438083.119257729,15.677741401484129,0.0,-9.5564375,31.544596,mathias-olivera,alvaro-odriozola,diogo-dalot,reinildo,santiago-arias,ander-capa,lutsharel-geertruida,djene-dakonam,dani-carvajal,rico-henry,557
535,José Luis Morales,https://fminside.net/players/3-fm-23/67030120-jose-luis-morales,Villarreal,Spain,34.0,"MR, ML, AMR, AML, STAML, ST",Right,184 CM,70 KG,67030120.0,"€ 25,466,880","€ 27,480 pw",7.0,12.0,15.0,14.0,13.0,8.0,8.0,13.0,6.0,6.0,13.0,14.0,8.0,14.0,11.0,12.0,10.0,14.0,13.0,13.0,16.0,15.0,17.0,14.0,9.0,13.0,13.0,13.0,14.0,14.0,9.0,9.0,16.0,14.0,14.0,9.0,433.0,josé-luis-morales,jose-luis-morales,2476114.4259162457,14.72220112573989,15.0,14.699253,-28.414104,henrikh-mkhitaryan,mahmoud-dahoud,xavi-simons,robert-skov,andreas-pereira,serge-gnabry,alvaro-fidalgo,giacomo-raspadori,ruben-garcia,pedro-goncalves,558
536,Hugo Mallo,https://fminside.net/players/3-fm-23/67086276-hugo-mallo,Celta de Vigo,Spain,31.0,"DR, DC, WBRDR, WBR",Right,173 CM,69 KG,67086276.0,"€ 50,003,560","€ 49,870 pw",4.0,13.0,11.0,11.0,12.0,7.0,10.0,6.0,14.0,13.0,12.0,9.0,15.0,12.0,15.0,14.0,16.0,14.0,16.0,13.0,15.0,7.0,14.0,13.0,15.0,15.0,10.0,16.0,14.0,13.0,12.0,11.0,13.0,13.0,14.0,13.0,445.0,hugo-mallo,hugo-mallo,2950086.2662140466,14.897344970672863,0.0,4.921799,-18.9435,davide-calabria,fran-garcia,hamari-traore,elseid-hysaj,gilberto,hans-hateboer,rick-karsdorp,timothy-castagne,alfonso-pedraza,adam-marusic,559
537,Jonathan Viera,https://fminside.net/players/3-fm-23/67120637-jonathan-viera,Las Palmas,Spain,32.0,"MC, ML, AML, AMCMC, AMC",Right,171 CM,65 KG,67120637.0,"€ 30,002,140","€ 26,850 pw",14.0,16.0,17.0,14.0,16.0,16.0,6.0,13.0,5.0,4.0,16.0,18.0,5.0,17.0,9.0,14.0,11.0,14.0,12.0,14.0,14.0,16.0,17.0,14.0,6.0,12.0,17.0,12.0,13.0,14.0,14.0,6.0,13.0,12.0,12.0,8.0,451.0,jonathan-viera,jonathan-viera,3339696.87375474,15.02139060447342,12.0,9.250376,-17.32248,nikola-vlasic,steven-berghuis,angel-correa,fabio-vieira,antonio-candreva,dejan-kulusevski,ricardo-horta,heung-min-son,mohamed-salah,matteo-politano,560
538,David López,https://fminside.net/players/3-fm-23/67155094-david-lopez,Girona,Spain,32.0,"DC, DM, MCDC, DM",Right,183 CM,83 KG,67155094.0,"€ 27,268,240","€ 67,080 pw",7.0,8.0,9.0,8.0,13.0,9.0,14.0,10.0,9.0,14.0,12.0,9.0,14.0,12.0,13.0,13.0,15.0,14.0,14.0,15.0,9.0,7.0,15.0,10.0,15.0,18.0,12.0,16.0,12.0,11.0,12.0,12.0,12.0,12.0,14.0,13.0,432.0,david-lópez,david-lopez,1681498.82325242,14.335196110342068,10.0,-3.936878,-10.833479,connor-goldson,lucas-verissimo,amir-rrahmani,rafael-toloi,sergio-mosquera,joel-veltman,duje-caleta-car,dani-vivian,ben-mee,robin-knoche,561
539,Óliver,https://fminside.net/players/3-fm-23/67169689-oliver,Sevilla,Spain,27.0,"MC, ML, AML, AMCMC, AMC",Right,178 CM,70 KG,67169689.0,"€ 35,271,260","€ 25,930 pw",11.0,11.0,14.0,9.0,15.0,11.0,5.0,10.0,4.0,8.0,15.0,10.0,10.0,17.0,8.0,12.0,12.0,15.0,10.0,14.0,14.0,15.0,8.0,13.0,11.0,14.0,17.0,13.0,13.0,16.0,14.0,7.0,11.0,13.0,11.0,9.0,420.0,óliver,oliver,3572363.061325683,15.088737856722084,15.0,4.05264,13.163276,houssem-aouar,julian-alvarez,joe-willock,hamed-traore,jesse-lingard,claudinho,jordan-veretout,juanmi,matias-zaracho,curtis-jones,562
540,Álvaro García,https://fminside.net/players/3-fm-23/67184140-alvaro-garcia,Rayo Vallecano,Spain,29.0,"ML, AMR, AML, AMC, STML, AML",Left,168 CM,58 KG,67184140.0,"€ 37,127,640","€ 21,130 pw",9.0,11.0,13.0,11.0,12.0,8.0,6.0,10.0,5.0,7.0,11.0,9.0,7.0,13.0,10.0,13.0,12.0,10.0,11.0,11.0,11.0,12.0,8.0,14.0,8.0,12.0,11.0,13.0,18.0,14.0,11.0,5.0,14.0,17.0,12.0,8.0,387.0,álvaro-garcía,alvaro-garcia,1443301.4331019677,14.182443709289387,11.0,4.5245104,-29.224264,sergino-dest,miguel-almiron,leonardo-spinazzola,jesper-lindstrom,patrick-wimmer,goncalo-guedes,alexander-bah,nelson-semedo,meschack-elia,nicola-zalewski,563
541,Alvaro Odriozola,https://fminside.net/players/3-fm-23/67199408-alvaro-odriozola,Real Madrid,Spain,26.0,"DR, WBRDR, WBR",Right,175 CM,66 KG,67199408.0,"€ 46,176,910","€ 123,300 pw",11.0,14.0,13.0,9.0,13.0,8.0,9.0,10.0,14.0,12.0,15.0,8.0,13.0,14.0,12.0,12.0,15.0,12.0,13.0,12.0,12.0,11.0,9.0,13.0,14.0,15.0,12.0,15.0,15.0,15.0,13.0,8.0,15.0,16.0,13.0,13.0,448.0,alvaro-odriozola,alvaro-odriozola,6655952.219721488,15.711022082929995,0.0,-7.8249106,35.946724,diogo-dalot,hector-bellerin,lutsharel-geertruida,ander-capa,reinildo,mathias-olivera,santiago-arias,djene-dakonam,dani-carvajal,kieran-tierney,564
542,Sergio Reguilón,https://fminside.net/players/3-fm-23/67211900-sergio-reguilon,Atlético Madrid,Spain,25.0,"DL, WBLDL",Left,176 CM,64 KG,67211900.0,"€ 92,800 pw",2025-06-30,10.0,12.0,12.0,10.0,13.0,9.0,11.0,11.0,13.0,13.0,12.0,12.0,14.0,13.0,15.0,14.0,14.0,13.0,12.0,14.0,15.0,12.0,12.0,15.0,13.0,15.0,13.0,16.0,15.0,14.0,13.0,8.0,15.0,15.0,15.0,12.0,465.0,sergio-reguilón,sergio-reguilon,8345820.000840992,15.937271372783998,0.0,-3.7131908,-14.510568,alfonso-pedraza,antonee-robinson,hamari-traore,kyle-walker-peters,thierry-rendall-correia,adam-marusic,hugo-mallo,timothy-castagne,gilberto,davide-calabria,565
543,Ander Barrenetxea,https://fminside.net/players/3-fm-23/67276482-ander-barrenetxea,Real Sociedad,Spain,20.0,"MR, ML, AMR, AMLAMR, AML",Right,178 CM,74 KG,67276482.0,"€ 60,004,270","€ 24,630 pw",12.0,14.0,15.0,12.0,12.0,8.0,8.0,11.0,7.0,8.0,13.0,14.0,8.0,15.0,9.0,12.0,10.0,12.0,14.0,13.0,12.0,14.0,10.0,15.0,8.0,14.0,15.0,12.0,14.0,14.0,15.0,9.0,14.0,15.0,11.0,16.0,435.0,ander-barrenetxea,ander-barrenetxea,8332531.230431229,15.935677837183558,15.0,-10.364916,16.688286,gabriel-strefezza,ritsu-doan,brahim-diaz,matias-zaracho,joe-willock,iker-muniain,jarrod-bowen,sebastian-driussi,mohammed-kudus,jesse-lingard,566
544,Xherdan Shaqiri,https://fminside.net/players/3-fm-23/98003827-xherdan-shaqiri,Chicago Fire,Switzerland,30.0,"AMR, AML, AMCAMR, AMC",Left,169 CM,72 KG,98003827.0,"€ 158,100 pw",2024-12-31,14.0,16.0,15.0,12.0,17.0,14.0,6.0,14.0,6.0,6.0,15.0,12.0,7.0,15.0,11.0,12.0,11.0,16.0,12.0,14.0,12.0,16.0,11.0,14.0,8.0,11.0,16.0,10.0,13.0,15.0,17.0,6.0,12.0,13.0,14.0,13.0,446.0,xherdan-shaqiri,xherdan-shaqiri,5274682.146968152,15.47842897901198,12.0,24.5606,-7.8733945,andrej-kramaric,ruslan-malinovskyi,jonathan-viera,steven-berghuis,giorgian-de-arrascaeta,antonio-candreva,remy-cabella,alexis-sanchez,gianluca-caprari,nikola-vlasic,567
545,Salih Özcan,https://fminside.net/players/3-fm-23/91139869-salih-ozcan,Borussia Dortmund,Turkey,24.0,"DM, MCDM, MC",Right,182 CM,75 KG,91139869.0,"€ 76,720 pw",2026-06-30,10.0,12.0,13.0,9.0,12.0,11.0,12.0,11.0,6.0,14.0,14.0,12.0,14.0,13.0,17.0,14.0,17.0,13.0,11.0,14.0,16.0,12.0,13.0,12.0,13.0,15.0,14.0,16.0,12.0,12.0,16.0,13.0,16.0,13.0,15.0,15.0,472.0,salih-özcan,salih-ozcan,9970216.817767726,16.115112888719384,16.0,9.268754,-20.50281,thomas-delaney,oliver-skipp,emre-can,josko-gvardiol,jon-moncayola,idrissa-gueye,dani-garcia,pierre-emile-hojbjerg,kristoffer-ajer,denis-zakaria,568
546,Nemanja Matic,https://fminside.net/players/3-fm-23/62000307-nemanja-matic,AS Roma,Serbia,33.0,"DM, MCDM, MC",Left,194 CM,85 KG,62000307.0,"€ 84,450 pw",2023-06-30,10.0,11.0,12.0,8.0,15.0,10.0,16.0,14.0,5.0,13.0,15.0,12.0,16.0,15.0,10.0,15.0,14.0,16.0,13.0,14.0,13.0,4.0,14.0,10.0,15.0,16.0,13.0,13.0,8.0,10.0,19.0,16.0,10.0,10.0,11.0,17.0,453.0,nemanja-matic,nemanja-matic,2806658.5482865423,14.84750520501173,8.0,26.74658,-4.5115767,conor-coady,fabian-schar,christoph-kramer,oriol-romeu,martin-zubimendi,guido-pizarro,mats-hummels,matthias-ginter,fernandinho,goncalo-inacio,569
547,Roberto Pereyra,https://fminside.net/players/3-fm-23/14021900-roberto-pereyra,Udinese,Argentina,31.0,"WBR, MC, MR, AMCMC, MR, AMC",Right,182 CM,77 KG,14021900.0,"€ 24,620 pw",2023-06-30,13.0,14.0,14.0,12.0,14.0,13.0,6.0,12.0,4.0,8.0,15.0,14.0,9.0,15.0,11.0,14.0,10.0,14.0,10.0,14.0,15.0,14.0,8.0,14.0,8.0,15.0,15.0,15.0,12.0,14.0,13.0,8.0,13.0,12.0,12.0,12.0,436.0,roberto-pereyra,roberto-pereyra,2485460.219260948,14.725968399263431,15.0,2.0740356,1.2240819,alejandro-pozuelo,miroslav-stevanovic,tijjani-reijnders,max-gradel,facundo-torres,joao-cancelo,pedro-porro,wanderson,hamed-traore,erik-lamela,570
548,Alex Sandro,https://fminside.net/players/3-fm-23/19067093-alex-sandro,Juventus,Brazil,31.0,"DL, WBL, MLDL, WBL",Left,180 CM,80 KG,19067093.0,"€ 231,670 pw",2023-06-30,11.0,14.0,13.0,10.0,15.0,8.0,14.0,11.0,13.0,13.0,14.0,9.0,15.0,14.0,11.0,15.0,14.0,14.0,10.0,13.0,13.0,14.0,8.0,12.0,15.0,14.0,12.0,15.0,13.0,12.0,14.0,12.0,16.0,14.0,14.0,13.0,462.0,alex-sandro,alex-sandro,6047558.009697094,15.615165113763776,2.0,-0.7756508,-20.793982,florian-grillitsch,marcos-alonso,robin-gosens,gaetano-castrovilli,baptiste-santamaria,sardar-azmoun,raul-garcia,david-hancko,boubakary-soumare,roberto-firmino,571
