,player_name,link,club,country,age,position,foot,height,weight,player_id,wages,contract_end,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength
6222,Franco Negri,https://fminside.net/players/3-fm-23/14080606-franco-negri,Godoy Cruz,Argentina,27,"DL, WBL, MLDL, WBL",Left,176 CM,72 KG,14080606,"€ 4,120 pw",2022-12-31,10,11,13,9,13,12,7,13,12,12,12,6,12,13,12,13,13,10,11,12,13,13,7,14,13,13,10,13,14,12,11,8,11,13,12,10
6223,Gustavo Turraca,https://fminside.net/players/3-fm-23/14091539-gustavo-turraca,Aldosivi,Argentina,26,"DM, MCDM, MC",Left,178 CM,74 KG,14091539,"€ 5,210 pw",2023-12-31,10,10,12,8,13,4,10,9,5,14,13,6,13,13,15,12,15,12,11,12,13,9,15,9,12,13,13,13,13,12,12,10,13,12,16,14
6224,Luca Sosa,https://fminside.net/players/3-fm-23/14092431-luca-sosa,Barcelona S.C.,Argentina,28,"DL, DC, WBLDL",Left,183 CM,75 KG,14092431,"€ 4,710 pw",2023-12-31,6,12,11,7,9,6,13,7,11,14,12,6,14,11,11,14,12,11,11,10,4,13,6,9,15,13,10,14,15,13,10,13,12,13,13,10
6225,Axel Rodríguez,https://fminside.net/players/3-fm-23/14106697-axel-rodriguez,Instituto,Argentina,25,STST,Left,179 CM,80 KG,14106697,"€ 4,930 pw",2024-12-31,8,10,13,14,11,7,13,13,10,7,11,13,7,13,14,13,13,13,12,12,12,9,11,13,9,11,12,12,11,12,13,10,12,12,15,13
6226,Federico Castro,https://fminside.net/players/3-fm-23/14133662-federico-castro,Curicó Unido,Argentina,29,STST,Right,183 CM,78 KG,14133662,"€ 2,750 pw",2023-12-31,8,8,13,12,12,10,11,9,5,9,9,10,7,13,8,13,7,13,11,10,12,9,8,14,6,13,7,15,13,12,14,8,13,13,11,15
6227,Tomás Molina,https://fminside.net/players/3-fm-23/14135252-tomas-molina,Juárez,Argentina,27,STST,Right,183 CM,76 KG,14135252,"€ 7,750 pw",2025-06-30,5,11,10,13,11,7,15,10,3,9,11,13,9,12,12,13,12,13,11,12,13,9,10,13,9,15,10,11,13,14,11,15,12,11,12,14
6228,Santiago Rodríguez,https://fminside.net/players/3-fm-23/14137613-santiago-rodriguez,Instituto,Argentina,24,"ML, AML, STAML, ST",Left,171 CM,72 KG,14137613,"€ 3,940 pw",2024-12-31,12,11,15,13,12,11,8,13,6,5,12,11,5,14,12,8,6,16,9,16,15,11,6,13,6,12,13,13,14,14,10,6,13,13,13,8
6229,Jonathan Bay,https://fminside.net/players/3-fm-23/14138398-jonathan-bay,Instituto,Argentina,29,"DL, WBL, MLDL, WBL",Left,177 CM,76 KG,14138398,"€ 4,070 pw",2023-12-31,10,13,11,9,11,5,6,10,13,13,11,11,14,10,12,13,12,12,12,12,12,8,12,10,13,13,11,13,14,13,12,9,12,13,13,11
6230,Alejandro Martínez,https://fminside.net/players/3-fm-23/14139402-alejandro-martinez,Tijuana,Argentina,25,"ML, AMR, AML, STML, AML",Left,170 CM,70 KG,14139402,"€ 8,100 pw",2025-12-31,13,13,13,13,14,12,6,12,8,5,11,12,5,13,9,12,9,10,12,12,11,12,8,12,6,9,12,12,14,13,11,7,13,13,12,7
6231,Nicolás Delgadillo,https://fminside.net/players/3-fm-23/14141969-nicolas-delgadillo,Atlético Rafaela,Argentina,24,"ML, AMR, AMLML, AMR, AML",Left,177 CM,70 KG,14141969,"€ 5,510 pw",2023-12-31,12,11,12,8,14,12,6,11,6,4,11,11,6,13,7,12,8,13,9,11,14,14,8,16,6,9,13,12,14,15,9,9,12,13,14,8
6232,Francis Mac Allister,https://fminside.net/players/3-fm-23/14154664-francis-mac-allister,Rosario Central,Argentina,26,"DM, MCDM, MC",Right,175 CM,70 KG,14154664,"€ 7,390 pw",2024-12-31,11,9,12,8,12,11,9,12,5,14,12,9,15,12,17,13,12,11,10,10,14,11,9,12,13,12,10,12,12,13,13,10,12,12,14,13
6233,Juan Francisco Rago,https://fminside.net/players/3-fm-23/14162388-juan-francisco-rago,Agropecuario,Argentina,33,GKGK,Left,181 CM,79 KG,14162388,"€ 2,940 pw",2023-12-31,9,12,10,14,10,13,12,13,11,8,15,13,15,9,12,9,10,13,15,13,12,14,7,13,10,7,12,11,11,13,11,10,10,13,12,7
6234,Milton Valenzuela,https://fminside.net/players/3-fm-23/14167330-milton-valenzuela,FC Lugano,Argentina,23,"DL, WBLDL",Left,168 CM,66 KG,14167330,"€ 5,710 pw",2025-06-30,11,13,12,7,13,7,10,12,12,12,12,10,14,13,8,13,10,11,11,12,13,11,9,14,14,14,9,13,14,12,12,10,11,13,13,8
6235,Luciano Gómez,https://fminside.net/players/3-fm-23/14169635-luciano-gomez,Independiente,Argentina,26,"DR, DM, WBR, MC, MRWBR, MC, MR",Right,163 CM,66 KG,14169635,"€ 3,100 pw",2025-12-31,7,12,12,9,10,11,8,9,11,13,12,7,11,10,12,11,13,11,12,11,12,10,7,12,11,12,11,13,14,12,12,4,13,13,14,9
6236,Iván Tapia,https://fminside.net/players/3-fm-23/14176023-ivan-tapia,Barracas,Argentina,23,"MC, AMC, STAMC",Right,179 CM,76 KG,14176023,"€ 3,940 pw",2023-12-31,15,8,13,12,14,17,7,12,12,7,14,15,6,14,11,9,13,11,12,13,12,13,18,13,14,13,12,10,12,11,14,8,11,12,11,13
6237,Leandro Ciccolini,https://fminside.net/players/3-fm-23/14176263-leandro-ciccolini,Central Córdoba,Argentina,27,"MR, AMR, AMLMR, AMR",Right,173 CM,68 KG,14176263,"€ 3,920 pw",2024-12-31,12,10,13,10,14,13,6,10,9,5,13,13,6,12,13,10,12,10,12,12,13,14,8,13,7,12,12,11,14,13,13,8,13,14,15,8
6238,Ezequiel Cañete,https://fminside.net/players/3-fm-23/14180902-ezequiel-canete,Unión Sante FE,Argentina,23,"MC, AMCMC, AMC",Right,178 CM,74 KG,14180902,"€ 5,540 pw",2025-12-31,12,12,13,13,15,13,8,14,5,7,13,8,8,14,6,9,7,13,13,11,12,14,8,13,8,12,13,10,12,14,10,7,12,14,11,9
6239,Juan Andrada,https://fminside.net/players/3-fm-23/14183042-juan-andrada,Godoy Cruz,Argentina,27,DMDM,Right,183 CM,77 KG,14183042,"€ 3,130 pw",2023-12-31,9,6,11,8,13,9,13,12,12,14,13,9,14,12,13,11,7,10,11,12,11,9,8,12,14,13,12,15,12,12,13,11,13,13,12,9
6240,Manuel Roffo,https://fminside.net/players/3-fm-23/14184167-manuel-roffo,Instituto,Argentina,22,GKGK,Right,184 CM,80 KG,14184167,"€ 3,260 pw",2024-12-31,13,12,12,5,11,12,13,11,11,6,14,5,12,6,14,13,11,9,15,12,3,14,2,16,12,11,11,15,9,12,13,14,15,10,9,8
6241,Gastón Togni,https://fminside.net/players/3-fm-23/14185005-gaston-togni,Defensa y Justicia,Argentina,24,"WBL, ML, AMLML, AML",Left,173 CM,67 KG,14185005,"€ 6,250 pw",2024-12-31,10,11,11,14,13,10,12,13,11,10,12,10,8,10,12,12,9,10,10,10,11,12,9,12,10,12,12,12,13,12,13,7,13,15,12,14
6242,Santiago Sosa,https://fminside.net/players/3-fm-23/14185870-santiago-sosa,Atlanta United,Argentina,23,"DM, MCDM",Right,176 CM,79 KG,14185870,"€ 12,470 pw",2024-12-31,8,8,11,10,13,9,12,11,8,12,13,7,12,14,14,14,15,11,13,12,12,10,11,8,12,12,13,13,12,10,13,13,14,11,15,13
6243,Alex Vigo,https://fminside.net/players/3-fm-23/14187533-alex-vigo,Crvena zvezda,Argentina,23,"DR, WBRDR, WBR",Right,175 CM,74 KG,14187533,"€ 5,340 pw",2024-12-31,9,11,12,8,11,5,12,7,13,12,10,5,11,12,13,11,15,11,12,10,13,7,6,12,11,13,10,15,14,14,13,7,14,14,15,14
6244,Lucas Vera,https://fminside.net/players/3-fm-23/14196914-lucas-vera,Orenburg,Argentina,25,"MC, AMR, AMCMC",Right,164 CM,60 KG,14196914,"€ 18,870 pw",2023-06-30,12,12,15,10,13,8,5,11,12,6,12,8,10,15,10,12,12,12,10,14,12,12,8,12,9,13,16,11,13,15,14,4,12,14,13,6
6245,Aarón Molinas,https://fminside.net/players/3-fm-23/14201370-aaron-molinas,Tigre,Argentina,21,"MC, MR, AMCAMC",Right,175 CM,67 KG,14201370,"€ 2,590 pw",2026-12-31,14,13,14,10,13,12,5,14,2,5,15,6,6,15,7,13,6,13,12,12,11,15,7,14,9,13,16,11,12,14,12,7,14,12,13,10
6246,Gianluca Ferrari,https://fminside.net/players/3-fm-23/14202000-gianluca-ferrari,Godoy Cruz,Argentina,25,"DR, DCDC",Right,181 CM,0 KG,14202000,"€ 4,120 pw",2023-12-31,7,9,9,5,10,4,14,10,6,13,10,1,14,9,15,12,13,10,11,11,10,7,5,10,13,14,8,14,13,9,12,12,15,14,15,14
6247,Francisco Apaolaza,https://fminside.net/players/3-fm-23/14207709-francisco-apaolaza,Carabobo,Argentina,25,STST,Right,186 CM,79 KG,14207709,"€ 1,700 pw",2023-12-31,11,11,11,13,12,9,14,14,7,9,12,9,13,12,11,12,11,11,12,13,13,14,13,13,12,14,12,16,11,10,14,14,13,12,13,13
6248,Santiago Solari,https://fminside.net/players/3-fm-23/14254106-santiago-solari,Defensa y Justicia,Argentina,24,"AMR, AML, STAMR",Right,176 CM,72 KG,14254106,"€ 4,630 pw",2025-12-31,7,10,13,12,12,10,8,10,5,6,11,9,6,13,14,12,12,11,14,11,14,13,7,13,6,14,11,13,14,14,10,7,13,14,14,8
6249,Alejo Veliz,https://fminside.net/players/3-fm-23/2000096330-alejo-veliz,Rosario Central,Argentina,18,STST,Right,187 CM,77 KG,2000096330,"€ 4,940 pw",2025-12-31,11,9,12,14,13,11,13,13,8,11,12,6,11,12,9,13,11,13,13,13,13,13,9,13,7,10,9,10,13,12,13,14,10,11,12,13
6250,Leonel Justiniano,https://fminside.net/players/3-fm-23/86006499-leonel-justiniano,Bolívar,Bolivia,30,"DM, MCMC",Right,173 CM,78 KG,86006499,"€ 1,570 pw",2024-12-31,10,5,10,9,13,10,7,12,4,10,15,11,10,14,11,14,12,13,14,15,6,12,10,15,16,12,14,11,9,10,8,7,12,11,13,9
6251,Fernando Saucedo,https://fminside.net/players/3-fm-23/86007109-fernando-saucedo,Bolívar,Bolivia,32,"DM, MC, AMCMC",Right,173 CM,71 KG,86007109,€ 790 pw,2023-12-31,10,10,11,15,15,10,9,15,8,10,13,12,8,12,7,12,12,10,12,13,12,13,9,12,12,11,11,14,13,14,15,5,10,11,13,9
6252,Erwin Saavedra,https://fminside.net/players/3-fm-23/86036695-erwin-saavedra,Sundowns,Bolivia,26,"MC, MRMC",Right,174 CM,67 KG,86036695,"€ 2,970 pw",2023-06-30,13,11,13,12,14,13,9,15,7,9,13,15,11,13,13,14,11,8,13,13,13,13,11,13,11,14,9,14,14,10,12,10,14,12,16,10
6253,Ademílson,https://fminside.net/players/3-fm-23/19161405-ademilson,WH Three Towns,Brazil,28,STST,Right,175 CM,80 KG,19161405,"€ 12,390 pw",2023-12-31,8,10,11,13,13,10,10,13,7,6,13,13,6,13,12,14,14,13,12,13,12,12,8,15,6,13,12,15,14,14,11,8,7,13,9,10
6254,Rodrigo Pinho,https://fminside.net/players/3-fm-23/19250042-rodrigo-pinho,Coritiba,Brazil,31,STST,Left,185 CM,79 KG,19250042,"€ 4,200 pw",2025-06-30,11,12,14,13,14,12,11,12,5,5,14,15,6,15,8,10,7,16,9,13,8,15,10,9,7,13,14,10,12,13,14,13,6,12,10,11
6255,Lucas Ribeiro,https://fminside.net/players/3-fm-23/19348056-lucas-ribeiro,Ceará,Brazil,23,DCDC,Right,190 CM,80 KG,19348056,"€ 10,000 pw",2023-06-30,6,7,8,6,11,6,12,9,8,14,13,8,13,12,13,13,15,13,11,12,14,8,8,7,12,12,10,13,12,12,11,16,15,14,12,14
6256,Kaio Jorge,https://fminside.net/players/3-fm-23/19348862-kaio-jorge,Juventus,Brazil,20,STST,Right,182 CM,72 KG,19348862,"€ 29,620 pw",2026-06-30,5,11,13,12,12,5,12,10,3,5,12,12,5,13,15,14,14,15,13,11,16,14,10,13,5,14,12,14,14,14,12,10,9,13,12,12
6257,Marcelo Boeck,https://fminside.net/players/3-fm-23/311045-marcelo-boeck,Fortaleza,Brazil,37,GKGK,Right,191 CM,86 KG,311045,"€ 5,180 pw",2022-12-31,14,13,13,7,9,14,12,12,11,14,13,14,12,13,12,12,11,13,12,18,3,14,5,12,12,9,13,8,11,12,16,14,8,13,13,5
6258,Rafael Bracali,https://fminside.net/players/3-fm-23/312055-rafael-bracali,Boavista,Brazil,41,GKGK,Right,185 CM,76 KG,312055,"€ 3,150 pw",2023-06-30,12,14,12,7,8,12,12,15,10,12,15,15,13,11,13,12,12,14,13,14,3,14,2,15,12,10,12,7,10,12,13,12,7,10,10,8
6259,Wellington Paulista,https://fminside.net/players/3-fm-23/316997-wellington-paulista,América,Brazil,39,STST,Right,183 CM,80 KG,316997,"€ 4,470 pw",2023-12-31,6,12,11,14,13,10,16,12,8,6,12,16,9,12,15,13,14,12,11,12,16,13,12,13,10,12,11,14,10,10,11,14,10,11,11,13
6260,Rafael Forster,https://fminside.net/players/3-fm-23/2107496-rafael-forster,Santo André,Brazil,31,"DL, DCDC",Left,181 CM,75 KG,2107496,"€ 5,370 pw",2023-04-09,8,10,10,8,11,14,13,15,11,12,12,14,13,12,12,12,13,12,10,10,13,9,11,9,13,13,12,13,13,12,13,12,12,12,13,14
6261,Fellipe Bastos,https://fminside.net/players/3-fm-23/2107512-fellipe-bastos,Goiás,Brazil,32,"DM, MCDM, MC",Right,178 CM,76 KG,2107512,"€ 3,400 pw",2023-12-31,12,12,11,11,12,14,12,14,9,13,11,12,12,12,15,12,14,12,11,11,9,10,10,10,11,14,13,11,11,12,13,11,11,11,12,14
6262,Edílson,https://fminside.net/players/3-fm-23/8832806-edilson,Grêmio,Brazil,35,"DR, DM, WBRDR, WBR",Right,177 CM,78 KG,8832806,"€ 4,470 pw",2022-12-31,12,13,12,10,13,14,11,14,13,11,13,12,12,13,16,12,15,12,10,12,10,13,14,13,12,12,12,14,10,11,9,8,10,10,10,16
6263,Muriqui,https://fminside.net/players/3-fm-23/8832828-muriqui,Remo,Brazil,36,"AMR, AML, AMC, STAML, ST",Right,172 CM,72 KG,8832828,"€ 3,510 pw",2023-12-31,9,11,13,13,13,11,7,10,5,7,11,13,9,14,5,12,10,12,10,13,16,16,10,12,7,14,14,12,12,15,12,6,10,13,11,10
6264,Léo,https://fminside.net/players/3-fm-23/8833576-leo,Chapecoense,Brazil,34,DCDC,Right,184 CM,81 KG,8833576,"€ 5,650 pw",2022-11-30,5,8,7,8,11,5,16,10,8,15,12,8,14,11,16,14,16,14,10,13,12,8,14,9,14,14,10,13,8,9,10,13,12,11,12,14
6265,Ivo,https://fminside.net/players/3-fm-23/19026689-ivo,,Brazil,35,"MC, AMCAMC",Left,178 CM,66 KG,19026689,66.4,66.2,13,13,14,12,14,13,8,13,8,9,15,13,10,14,14,13,10,12,12,13,13,13,11,14,11,11,13,12,12,12,12,9,12,13,11,12
6266,William Matheus,https://fminside.net/players/3-fm-23/19061779-william-matheus,Figueirense,Brazil,32,"DL, WBLDL",Left,187 CM,80 KG,19061779,"€ 5,310 pw",2024-12-31,10,13,13,9,12,11,12,9,14,12,12,9,12,13,13,12,13,12,12,11,12,12,12,13,12,12,12,13,14,12,10,13,12,13,14,12
6267,Rhayner,https://fminside.net/players/3-fm-23/19081796-rhayner,Tombense,Brazil,31,"DM, WBR, MR, AMRDM, WBR, AMR",Right,172 CM,64 KG,19081796,"€ 2,920 pw",2023-12-31,12,11,12,8,13,11,5,7,4,11,10,9,14,12,17,12,16,7,10,10,14,15,7,12,13,10,11,17,16,15,11,7,14,16,14,6
6268,Judson,https://fminside.net/players/3-fm-23/19125061-judson,San Jose,Brazil,29,"DM, MCDM",Right,168 CM,77 KG,19125061,"€ 8,240 pw",2023-12-31,8,9,10,8,11,7,7,10,9,12,13,9,14,11,14,12,14,12,12,11,14,11,11,11,11,14,11,14,15,15,16,4,12,14,16,11
6269,Gilvan,https://fminside.net/players/3-fm-23/19139822-gilvan,CRB,Brazil,32,DCDC,Left,188 CM,77 KG,19139822,"€ 5,370 pw",2023-12-31,7,7,7,7,9,7,13,6,7,12,9,8,15,9,11,11,14,9,12,13,13,7,12,11,16,13,11,14,11,10,13,14,13,11,15,12
6270,Néris,https://fminside.net/players/3-fm-23/19161180-neris,Cruzeiro,Brazil,30,"DC, DMDC",Right,190 CM,88 KG,19161180,"€ 6,060 pw",2024-12-31,5,6,7,6,11,7,13,7,10,14,9,8,13,12,14,15,14,11,14,10,14,10,12,8,14,14,8,14,9,11,14,15,16,10,12,16
6271,Richardson,https://fminside.net/players/3-fm-23/19165275-richardson,Ceará,Brazil,30,"DM, MCDM, MC",Right,173 CM,69 KG,19165275,"€ 4,850 pw",2024-12-31,8,8,9,9,11,6,11,11,8,15,10,7,15,10,15,13,14,9,8,11,13,8,12,11,14,15,9,15,13,13,10,9,13,13,15,15
6272,Paulo Vitor,https://fminside.net/players/3-fm-23/19171781-paulo-vitor,Chaves,Brazil,33,GKGK,Right,195 CM,92 KG,19171781,"€ 1,850 pw",2023-06-30,17,14,11,14,8,10,17,12,12,14,14,7,8,10,12,12,11,12,11,12,11,10,8,13,13,8,14,8,12,11,16,12,9,12,15,6
6273,Bryan,https://fminside.net/players/3-fm-23/19173588-bryan,Astana,Brazil,30,"DL, WBLDL, WBL",Left,176 CM,72 KG,19173588,"€ 20,730 pw",2022-12-31,11,11,12,11,11,11,9,10,14,11,11,8,10,13,9,14,12,10,11,11,12,15,8,13,11,13,11,13,14,15,10,8,14,15,15,8
6274,Matheus Sales,https://fminside.net/players/3-fm-23/19184132-matheus-sales,Atlético Goianiense,Brazil,27,"DM, MCDM",Right,178 CM,71 KG,19184132,"€ 1,790 pw",2023-12-31,6,9,10,10,11,8,10,10,7,13,11,10,13,11,12,13,13,12,12,12,12,12,8,13,12,12,11,14,13,13,13,9,14,13,14,11
6275,Gabriel Dias,https://fminside.net/players/3-fm-23/19212668-gabriel-dias,Vasco da Gama,Brazil,28,"DR, DC, DM, MCDC, DM",Right,183 CM,79 KG,19212668,"€ 6,060 pw",2023-12-31,13,11,12,8,12,12,14,8,7,13,10,11,14,12,12,11,12,11,11,11,15,10,14,13,13,13,11,14,13,13,13,11,12,13,13,12
6276,André Luis,https://fminside.net/players/3-fm-23/19215477-andre-luis,Cuiabá,Brazil,25,"AMR, STAMR",Left,179 CM,72 KG,19215477,"€ 5,950 pw",2022-12-31,5,13,13,13,13,8,11,13,5,10,13,12,6,13,13,12,14,8,13,12,12,11,10,16,10,12,13,15,15,14,12,11,12,12,12,11
6277,Barreto,https://fminside.net/players/3-fm-23/19216900-barreto,RWD Molenbeek,Brazil,26,DMDM,Right,182 CM,78 KG,19216900,"€ 5,520 pw",2023-12-31,8,10,11,7,11,10,11,9,6,13,13,9,14,11,14,12,12,12,13,11,14,10,11,11,14,15,11,15,13,13,10,11,14,13,14,12
6278,Vítor Costa,https://fminside.net/players/3-fm-23/19219713-vitor-costa,Marítimo,Brazil,28,"DL, WBL, MLDL, WBL",Left,182 CM,75 KG,19219713,"€ 2,500 pw",2024-06-30,12,13,13,12,13,13,7,10,13,9,13,10,14,12,13,13,10,13,14,12,12,12,5,12,11,12,13,11,13,13,14,11,13,13,13,11
6279,Welinton Júnior,https://fminside.net/players/3-fm-23/19220188-welinton-junior,Portimonense,Brazil,29,"AMR, AML, AMC, STAMR, AML, AMC",Right,175 CM,67 KG,19220188,"€ 20,001,420","€ 2,650 pw",6,8,14,13,12,5,4,13,6,7,9,11,8,13,11,12,11,12,11,9,13,12,8,12,7,10,12,10,15,14,7,7,14,15,13,6
6280,Guilherme Parede,https://fminside.net/players/3-fm-23/19233492-guilherme-parede,Vila Nova,Brazil,26,"AMR, AMC, STAMR",Right,176 CM,74 KG,19233492,"€ 13,600 pw",2024-12-31,8,11,13,12,13,12,8,11,7,4,11,10,6,13,8,12,11,12,10,11,12,14,12,12,6,11,12,10,14,15,11,8,12,14,12,10
6281,Yuri Lara,https://fminside.net/players/3-fm-23/19251466-yuri-lara,Vasco da Gama,Brazil,28,"DR, DM, MCDM, MC",Right,174 CM,71 KG,19251466,"€ 6,060 pw",2022-12-31,7,8,6,10,10,7,10,11,7,14,12,6,15,11,13,13,14,10,9,12,13,10,10,11,12,14,8,14,13,12,13,10,14,13,14,13
6282,André Luís,https://fminside.net/players/3-fm-23/19258902-andre-luis,Moreirense,Brazil,27,STST,Right,184 CM,75 KG,19258902,"€ 2,150 pw",2024-06-30,7,9,12,15,11,8,14,9,4,6,10,11,6,11,11,13,13,12,9,10,13,13,9,15,5,11,8,11,14,12,13,14,14,13,11,12
6283,Ramon,https://fminside.net/players/3-fm-23/19259411-ramon,Atlético Goianiense,Brazil,27,"DC, DMDC",Right,186 CM,73 KG,19259411,"€ 4,470 pw",2023-12-31,3,9,9,9,10,5,12,9,9,13,11,8,14,12,12,14,13,14,9,10,13,13,12,10,12,15,8,15,14,13,9,12,14,14,15,13
6284,Lima,https://fminside.net/players/3-fm-23/19259597-lima,Fluminese,Brazil,26,"AMR, AMCAMC",Right,181 CM,73 KG,19259597,"€ 5,760 pw",2025-12-31,12,12,14,9,13,11,8,11,10,6,13,11,7,13,10,12,10,12,12,13,11,13,4,14,9,12,13,12,13,14,14,9,14,14,14,9
6285,Willian Klaus,https://fminside.net/players/3-fm-23/19269921-willian-klaus,RWD Molenbeek,Brazil,28,DCDC,Right,187 CM,79 KG,19269921,"€ 10,220 pw",2024-06-30,10,10,9,10,11,6,15,6,6,13,10,9,14,12,15,13,12,13,13,10,12,10,11,10,13,13,10,14,14,12,12,14,13,13,14,13
6286,Matheus Peixoto,https://fminside.net/players/3-fm-23/19278722-matheus-peixoto,Goiás,Brazil,26,STST,Right,190 CM,89 KG,19278722,"€ 7,450 pw",2025-06-30,6,8,10,13,12,9,14,12,8,6,11,14,7,11,13,12,13,12,11,11,13,12,10,14,10,12,11,13,13,11,10,15,12,12,13,15
6287,Jefferson,https://fminside.net/players/3-fm-23/19290392-jefferson,Atlético Goianiense,Brazil,25,"DL, WBLDL",Left,176 CM,69 KG,19290392,"€ 5,440 pw",2024-09-21,10,11,9,10,12,8,10,11,13,13,13,8,13,11,14,13,13,11,12,12,11,10,8,11,12,13,11,12,12,12,11,13,14,12,13,14
6288,Ewerton,https://fminside.net/players/3-fm-23/19291519-ewerton,Slavia Prague,Brazil,25,"AMR, AMLAML",Right,175 CM,73 KG,19291519,"€ 6,500 pw",2025-06-30,9,13,13,12,16,11,5,12,6,4,14,13,7,16,8,9,7,9,10,12,11,16,5,7,5,7,9,9,13,16,9,4,11,15,13,7
6289,Gabriel Lacerda,https://fminside.net/players/3-fm-23/19298222-gabriel-lacerda,Ceará,Brazil,23,DCDC,Right,187 CM,74 KG,19298222,"€ 4,850 pw",2024-12-31,6,7,9,7,10,7,14,7,10,12,11,5,13,10,12,13,14,11,12,12,13,7,8,10,13,14,10,12,12,12,11,15,13,12,12,14
6290,Safira,https://fminside.net/players/3-fm-23/19301564-safira,Vitória Guimarães,Brazil,27,STST,Right,185 CM,74 KG,19301564,"€ 2,950 pw",2025-06-30,4,9,13,13,11,8,15,9,6,7,12,13,8,12,16,12,13,9,11,9,15,11,8,14,7,11,9,16,14,13,12,13,13,13,13,11
6291,Val,https://fminside.net/players/3-fm-23/19311119-val,Marítimo,Brazil,25,"DM, MCDM",Right,176 CM,69 KG,19311119,"€ 1,850 pw",2025-06-30,7,9,11,10,11,9,11,13,7,13,12,9,14,12,15,13,15,12,12,13,14,9,9,11,13,13,11,14,12,12,11,10,13,12,13,12
6292,Airton,https://fminside.net/players/3-fm-23/19312836-airton,Atlético Goianiense,Brazil,23,"AMR, AMC, STAMR, ST",Right,178 CM,79 KG,19312836,"€ 4,850 pw",2024-12-31,8,11,14,11,12,6,11,10,2,6,12,9,8,12,11,11,12,10,12,11,12,14,5,13,7,12,12,15,14,15,13,9,12,15,11,9
6293,Dadá Belmonte,https://fminside.net/players/3-fm-23/19342693-dada-belmonte,América,Brazil,25,"AML, AMCAML",Right,166 CM,59 KG,19342693,"€ 1,790 pw",2025-12-31,11,11,13,12,13,12,8,11,7,8,13,11,7,13,10,12,10,12,11,12,15,12,11,12,7,10,11,11,15,14,13,5,13,13,13,8
6294,Riccieli,https://fminside.net/players/3-fm-23/19362992-riccieli,Famalicão,Brazil,23,DCDC,Right,184 CM,80 KG,19362992,"€ 30,002,140","€ 3,250 pw",4,5,7,7,10,6,14,6,10,14,12,9,13,11,16,14,14,10,12,11,15,8,13,8,13,14,11,11,13,12,13,14,14,12,13,13
6295,Heitor,https://fminside.net/players/3-fm-23/19364334-heitor,Ferroviária (SP),Brazil,21,"DR, WBRDR",Right,175 CM,75 KG,19364334,"€ 4,470 pw",2024-12-31,13,13,12,8,12,13,9,7,9,10,12,6,13,13,12,12,14,12,12,13,14,5,9,12,12,13,11,14,13,13,13,7,14,13,13,9
6296,Douglas Friedrich,https://fminside.net/players/3-fm-23/23123355-douglas-friedrich,Al-Khaleej (KSA),Brazil,33,GKGK,Right,194 CM,88 KG,23123355,"€ 16,720 pw",2024-06-30,13,13,8,10,7,12,11,13,8,13,14,11,13,13,14,13,8,10,11,12,14,13,5,12,13,9,13,11,13,8,17,12,11,13,15,5
6297,Chay,https://fminside.net/players/3-fm-23/23136061-chay,Ceará,Brazil,31,"ML, AMLAML",Right,177 CM,67 KG,23136061,"€ 6,710 pw",2024-12-31,8,12,13,12,13,12,10,11,10,7,13,13,9,13,11,13,9,13,13,13,15,12,10,13,11,12,13,13,13,14,11,10,14,13,13,10
6298,Yuri,https://fminside.net/players/3-fm-23/83152906-yuri,CFR Cluj,Brazil,27,DCDC,Right,186 CM,80 KG,83152906,"€ 2,950 pw",2025-06-30,7,7,8,10,11,11,14,10,9,14,11,8,12,12,16,13,17,14,11,9,14,5,14,10,12,12,9,14,12,12,14,13,13,12,12,14
6299,Sorriso,https://fminside.net/players/3-fm-23/2000018101-sorriso,Bragantino,Brazil,21,"AMR, AML, STAML",Right,176 CM,62 KG,2000018101,"€ 5,360 pw",2026-12-31,7,10,14,11,13,8,8,9,7,9,12,8,8,13,9,11,9,11,10,11,13,14,8,15,8,12,11,13,14,15,12,8,13,14,14,8
6300,Raniele,https://fminside.net/players/3-fm-23/2000028409-raniele,Avaí,Brazil,25,"DC, DM, MCDM",Right,184 CM,78 KG,2000028409,"€ 4,850 pw",2025-12-31,6,8,11,8,10,8,12,11,8,13,11,8,13,11,13,11,14,10,11,11,13,11,11,9,13,15,9,15,13,11,11,13,13,12,14,14
6301,Juan Delgado,https://fminside.net/players/3-fm-23/75018382-juan-delgado,Paços de Ferreira,Chile,29,"DR, WBR, MR, AMR, AMLDR, WBR, AMR",Right,177 CM,72 KG,75018382,"€ 2,350 pw",2024-06-30,11,13,13,11,13,10,10,9,7,7,10,9,12,14,15,12,11,11,9,8,13,12,8,12,8,10,11,13,14,15,9,8,15,14,10,8
6302,Rodrigo Echeverría,https://fminside.net/players/3-fm-23/75031144-rodrigo-echeverria,Everton de Viña,Chile,27,"DC, DM, MCDM, MC",Right,181 CM,77 KG,75031144,"€ 2,210 pw",2023-12-31,6,13,10,8,12,5,12,11,11,14,12,7,12,11,16,13,15,11,12,13,13,8,13,10,12,14,10,15,11,11,12,13,13,12,15,12
